city_name,record_date,AVERAGE_CONFIDENCE,AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,AVERAGE_RAIN
Braga,2018-09-17 21:00:00,0.8,Low,40.5,2.5,69.2,16.0,1016.0,100.0,1.0,90.0,0.0
Braga,2018-09-17 20:00:00,0.88,Medium,39.1,7.2,65.5,16.0,1016.0,93.0,3.0,90.0,0.0
Braga,2018-09-17 19:00:00,0.85,High,40.1,17.7,67.2,16.0,1016.0,100.0,4.0,75.0,0.0
Braga,2018-09-17 18:00:00,0.89,Very_High,40.4,71.2,66.3,16.0,1015.0,93.0,3.0,75.0,0.0
Braga,2018-09-17 17:00:00,0.95,Very_High,40.1,63.9,67.2,17.0,1016.0,93.0,3.0,75.0,0.0
Braga,2018-09-17 16:00:00,0.94,Very_High,39.1,46.7,65.5,17.0,1016.0,93.0,3.0,75.0,0.0
Braga,2018-09-17 14:00:00,0.95,High,37.6,32.8,64.5,22.0,1016.0,73.0,3.0,0.0,0.0
Braga,2018-09-17 13:00:00,0.88,High,39.1,16.7,68.4,18.0,1017.0,93.0,2.0,20.0,0.0
Braga,2018-09-17 12:00:00,0.92,High,39.1,14.3,65.5,16.0,1017.0,100.0,3.0,75.0,0.0
Braga,2018-09-17 09:00:00,0.93,High,39.1,31.7,65.5,15.0,1017.0,100.0,0.0,40.0,0.0
Braga,2018-09-17 08:00:00,0.94,Very_High,40.4,103.7,66.3,13.0,1016.0,100.0,0.0,40.0,0.0
Braga,2018-09-17 06:00:00,0.68,None,42.1,0.0,60.2,12.0,1016.0,100.0,1.0,20.0,0.0
Braga,2018-09-17 05:00:00,0.61,None,43.1,0.0,58.2,12.0,1016.0,100.0,0.0,40.0,0.0
Braga,2018-09-17 04:00:00,0.55,None,43.3,0.0,63.2,13.0,1016.0,100.0,0.0,20.0,0.0
Braga,2018-09-17 03:00:00,0.62,None,42.7,0.0,64.4,13.0,1017.0,100.0,0.0,40.0,0.0
Braga,2018-09-17 01:00:00,0.65,None,40.1,0.0,74.5,14.0,1017.0,100.0,0.0,20.0,0.0
Braga,2018-09-16 23:00:00,0.7,None,39.8,0.0,71.5,14.0,1018.0,100.0,0.0,20.0,0.0
Braga,2018-09-16 22:00:00,0.79,None,40.5,0.0,69.2,15.0,1019.0,100.0,0.0,0.0,0.0
Braga,2018-09-16 21:00:00,0.82,Low,40.4,1.0,66.3,16.0,1018.0,100.0,1.0,0.0,0.0
Braga,2018-09-16 20:00:00,0.92,Low,38.8,1.1,66.8,17.0,1018.0,93.0,1.0,0.0,0.0
Braga,2018-09-16 19:00:00,0.92,Medium,38.7,4.4,66.4,19.0,1018.0,88.0,2.0,0.0,0.0
Braga,2018-09-16 18:00:00,0.93,Medium,39.9,6.4,68.7,20.0,1018.0,82.0,2.0,0.0,0.0
Braga,2018-09-16 17:00:00,0.92,Medium,40.7,3.9,58.9,21.0,1018.0,77.0,2.0,0.0,0.0
Braga,2018-09-16 16:00:00,0.89,Medium,40.4,6.4,66.3,20.0,1019.0,82.0,3.0,0.0,0.0
Braga,2018-09-16 15:00:00,0.89,Medium,40.2,16.1,70.3,19.0,1019.0,88.0,3.0,0.0,0.0
Braga,2018-09-16 14:00:00,0.82,Medium,38.7,3.5,66.4,19.0,1020.0,77.0,3.0,0.0,0.0
Braga,2018-09-16 13:00:00,0.85,Low,40.4,0.5,66.3,20.0,1020.0,77.0,2.0,0.0,0.0
Braga,2018-09-16 12:00:00,0.94,Low,38.4,1.4,71.4,18.0,1021.0,88.0,2.0,20.0,0.0
Braga,2018-09-16 11:00:00,0.92,Low,39.4,1.4,63.2,16.0,1021.0,100.0,2.0,75.0,0.0
Braga,2018-09-16 10:00:00,0.86,None,38.7,0.0,69.6,15.0,1020.0,100.0,1.0,90.0,0.0
Braga,2018-09-16 09:00:00,0.87,Medium,41.3,4.9,66.3,15.0,1020.0,100.0,1.0,90.0,0.0
Braga,2018-09-16 08:00:00,0.73,None,41.9,0.0,63.9,14.0,1020.0,100.0,1.0,90.0,0.0
Braga,2018-09-16 06:00:00,0.69,None,44.1,0.0,54.5,15.0,1019.0,100.0,0.0,90.0,0.0
Braga,2018-09-16 04:00:00,0.58,None,40.5,0.0,69.3,14.0,1019.0,100.0,1.0,90.0,0.0
Braga,2018-09-16 03:00:00,0.61,None,39.1,0.0,65.5,15.0,1020.0,100.0,0.0,90.0,0.0
Braga,2018-09-16 02:00:00,0.69,None,40.8,0.0,61.9,15.0,1020.0,100.0,0.0,90.0,0.0
Braga,2018-09-16 01:00:00,0.73,None,42.1,0.0,60.2,15.0,1020.0,100.0,0.0,90.0,0.0
Braga,2018-09-16 00:00:00,0.84,Low,40.4,0.5,66.3,15.0,1020.0,100.0,1.0,90.0,0.0
Braga,2018-09-15 23:00:00,0.85,Low,39.1,0.7,65.5,15.0,1020.0,100.0,1.0,90.0,0.0
Braga,2018-09-15 21:00:00,0.89,Low,39.1,1.0,65.5,16.0,1020.0,100.0,2.0,90.0,0.0
Braga,2018-09-15 20:00:00,0.88,Medium,38.8,16.2,70.1,16.0,1020.0,100.0,2.0,75.0,0.0
Braga,2018-09-15 19:00:00,0.9,High,40.4,18.8,66.3,17.0,1019.0,93.0,0.0,75.0,0.0
Braga,2018-09-15 18:00:00,0.9,High,39.9,18.8,72.0,17.0,1018.0,93.0,1.0,75.0,0.0
Braga,2018-09-15 16:00:00,0.95,Medium,39.9,2.2,68.7,18.0,1018.0,88.0,2.0,75.0,0.0
Braga,2018-09-15 15:00:00,0.92,Low,37.6,1.9,67.6,20.0,1018.0,82.0,2.0,20.0,0.0
Braga,2018-09-15 13:00:00,0.93,Low,39.1,0.7,65.5,18.0,1019.0,88.0,3.0,75.0,0.0
Braga,2018-09-15 12:00:00,0.93,None,40.1,0.0,67.2,22.0,1019.0,73.0,3.0,0.0,0.0
Braga,2018-09-15 11:00:00,0.9,Medium,40.4,6.9,66.3,24.0,1019.0,64.0,1.0,0.0,0.0
Braga,2018-09-15 10:00:00,0.92,Medium,38.8,10.0,66.8,20.0,1019.0,77.0,1.0,20.0,0.0
Braga,2018-09-15 09:00:00,0.89,Medium,39.1,8.8,65.5,18.0,1019.0,88.0,1.0,40.0,0.0
Braga,2018-09-15 08:00:00,0.88,Low,38.8,2.6,70.1,16.0,1018.0,100.0,1.0,90.0,0.0
Braga,2018-09-15 07:00:00,0.68,None,40.3,0.0,67.7,16.0,1018.0,100.0,1.0,75.0,0.0
Braga,2018-09-15 06:00:00,0.65,Low,43.0,2.3,59.8,16.0,1018.0,100.0,1.0,75.0,0.0
Braga,2018-09-15 05:00:00,0.58,None,42.6,0.0,66.1,16.0,1017.0,100.0,4.0,75.0,0.0
Braga,2018-09-15 04:00:00,0.58,None,40.2,0.0,71.9,16.0,1018.0,100.0,4.0,75.0,0.0
Braga,2018-09-15 03:00:00,0.64,None,41.0,0.0,72.7,16.0,1018.0,100.0,5.0,90.0,0.0
Braga,2018-09-15 02:00:00,0.74,None,40.3,0.0,67.7,16.0,1018.0,100.0,3.0,90.0,0.0
Braga,2018-09-15 00:00:00,0.77,None,38.4,0.0,67.9,16.0,1017.0,100.0,1.0,90.0,0.0
Braga,2018-09-14 23:00:00,0.83,Low,39.3,0.7,66.9,16.0,1018.0,100.0,2.0,75.0,0.0
Braga,2018-09-14 21:00:00,0.86,None,39.1,0.0,65.5,16.0,1017.0,100.0,2.0,90.0,0.0
Braga,2018-09-14 20:00:00,0.89,Medium,40.4,7.3,66.3,17.0,1017.0,93.0,2.0,90.0,0.0
Braga,2018-09-14 19:00:00,0.91,Very_High,40.4,33.4,66.3,17.0,1017.0,93.0,2.0,20.0,0.0
Braga,2018-09-14 18:00:00,0.94,Very_High,40.4,78.0,66.3,18.0,1017.0,93.0,2.0,20.0,0.0
Braga,2018-09-14 17:00:00,0.93,Very_High,40.4,78.3,66.3,19.0,1017.0,88.0,2.0,40.0,0.0
Braga,2018-09-14 16:00:00,0.93,Very_High,40.4,38.4,66.3,21.0,1017.0,77.0,2.0,20.0,0.0
Braga,2018-09-14 15:00:00,0.93,High,40.5,23.3,69.2,19.0,1018.0,88.0,2.0,40.0,0.0
Braga,2018-09-14 14:00:00,0.94,High,39.1,26.2,65.5,18.0,1018.0,88.0,2.0,75.0,0.0
Braga,2018-09-14 13:00:00,0.91,High,39.3,23.3,66.9,18.0,1018.0,88.0,2.0,75.0,0.0
Braga,2018-09-14 12:00:00,0.93,High,37.6,14.2,64.5,18.0,1018.0,88.0,2.0,20.0,0.0
Braga,2018-09-14 11:00:00,0.92,High,38.8,16.9,66.8,18.0,1018.0,93.0,2.0,8.0,0.0
Braga,2018-09-14 10:00:00,0.92,Medium,39.1,5.8,65.5,19.0,1018.0,88.0,1.0,8.0,0.0
Braga,2018-09-14 09:00:00,0.94,Medium,40.7,16.8,58.9,16.0,1017.0,100.0,1.0,20.0,0.0
Braga,2018-09-14 07:00:00,0.87,Medium,40.4,8.9,66.3,15.0,1017.0,100.0,1.0,75.0,0.0
Braga,2018-09-14 06:00:00,0.67,None,40.3,0.0,67.7,14.0,1017.0,100.0,0.0,75.0,0.0
Braga,2018-09-14 05:00:00,0.66,None,41.5,0.0,66.7,13.0,1017.0,100.0,1.0,40.0,0.0
Braga,2018-09-14 04:00:00,0.5,None,41.3,0.0,64.0,13.0,1017.0,100.0,0.0,40.0,0.0
Braga,2018-09-14 03:00:00,0.56,None,45.1,0.0,54.8,14.0,1017.0,100.0,0.0,20.0,0.0
Braga,2018-09-14 02:00:00,0.52,None,40.9,0.0,73.5,16.0,1017.0,100.0,1.0,20.0,0.0
Braga,2018-09-14 01:00:00,0.68,None,42.1,0.0,60.2,15.0,1017.0,100.0,1.0,0.0,0.0
Braga,2018-09-14 00:00:00,0.78,None,40.3,0.0,67.7,16.0,1018.0,100.0,1.0,0.0,0.0
Braga,2018-09-13 23:00:00,0.78,Low,40.7,1.3,58.9,16.0,1018.0,100.0,2.0,0.0,0.0
Braga,2018-09-13 21:00:00,0.9,Medium,40.3,10.9,67.7,17.0,1018.0,93.0,1.0,0.0,0.0
Braga,2018-09-13 20:00:00,0.9,Medium,40.4,5.2,66.3,17.0,1018.0,93.0,1.0,0.0,0.0
Braga,2018-09-13 18:00:00,0.93,Very_High,40.4,41.9,66.3,22.0,1018.0,73.0,2.0,0.0,0.0
Braga,2018-09-13 17:00:00,0.94,Very_High,40.4,81.4,66.3,21.0,1018.0,77.0,2.0,0.0,0.0
Braga,2018-09-13 16:00:00,0.93,Very_High,40.5,46.6,69.2,22.0,1018.0,73.0,2.0,0.0,0.0
Braga,2018-09-13 15:00:00,0.91,High,38.7,28.6,69.6,20.0,1019.0,77.0,3.0,0.0,0.0
Braga,2018-09-13 14:00:00,0.93,High,40.7,18.6,58.9,22.0,1019.0,68.0,2.0,0.0,0.0
Braga,2018-09-13 13:00:00,0.94,High,40.8,20.8,61.9,21.0,1020.0,73.0,2.0,0.0,0.0
Braga,2018-09-13 12:00:00,0.93,High,40.4,14.2,66.3,21.0,1020.0,77.0,2.0,0.0,0.0
Braga,2018-09-13 11:00:00,0.91,Medium,39.1,6.6,65.5,21.0,1020.0,77.0,1.0,0.0,0.0
Braga,2018-09-13 08:00:00,0.93,High,40.5,29.4,69.2,13.0,1020.0,100.0,1.0,75.0,0.0
Braga,2018-09-13 07:00:00,0.86,Low,39.1,1.9,65.5,13.0,1020.0,100.0,1.0,90.0,0.0
Braga,2018-09-13 06:00:00,0.68,None,40.4,0.0,66.3,13.0,1019.0,100.0,0.0,90.0,0.0
Braga,2018-09-13 05:00:00,0.71,None,44.1,0.0,52.7,14.0,1019.0,100.0,1.0,90.0,0.0
Braga,2018-09-13 04:00:00,0.56,None,42.7,0.0,73.5,13.0,1020.0,100.0,1.0,90.0,0.0
Braga,2018-09-13 03:00:00,0.57,None,42.1,0.0,66.8,13.0,1020.0,100.0,2.0,0.0,0.0
Braga,2018-09-13 02:00:00,0.65,Low,40.9,3.5,69.4,14.0,1020.0,100.0,0.0,20.0,0.0
Braga,2018-09-13 01:00:00,0.67,Low,40.4,4.0,66.3,14.0,1020.0,100.0,0.0,20.0,0.0
Braga,2018-09-13 00:00:00,0.84,None,39.6,0.0,63.7,14.0,1021.0,100.0,0.0,20.0,0.0
Braga,2018-09-12 23:00:00,0.81,Low,42.1,1.4,60.2,15.0,1021.0,100.0,1.0,0.0,0.0
Braga,2018-09-12 22:00:00,0.9,Low,40.5,2.5,69.2,16.0,1021.0,100.0,1.0,0.0,0.0
Braga,2018-09-12 20:00:00,0.9,Medium,37.6,2.3,64.5,18.0,1020.0,93.0,2.0,0.0,0.0
Braga,2018-09-12 19:00:00,0.91,High,40.4,19.7,66.3,20.0,1020.0,82.0,1.0,0.0,0.0
Braga,2018-09-12 18:00:00,0.94,Very_High,40.5,72.2,69.3,21.0,1021.0,77.0,3.0,0.0,0.0
Braga,2018-09-12 16:00:00,0.92,Very_High,40.4,35.1,66.3,23.0,1021.0,64.0,3.0,0.0,0.0
Braga,2018-09-12 14:00:00,0.91,High,40.5,18.2,69.2,20.0,1021.0,82.0,2.0,0.0,0.0
Braga,2018-09-12 13:00:00,0.94,High,38.7,17.2,69.6,24.0,1022.0,69.0,3.0,0.0,0.0
Braga,2018-09-12 12:00:00,0.92,High,39.1,31.6,65.5,22.0,1022.0,73.0,3.0,0.0,0.0
Braga,2018-09-12 11:00:00,0.92,Medium,40.5,7.8,69.2,25.0,1022.0,65.0,2.0,0.0,0.0
Braga,2018-09-12 10:00:00,0.93,Medium,39.1,6.7,68.4,23.0,1021.0,73.0,1.0,0.0,0.0
Braga,2018-09-12 08:00:00,0.94,High,40.4,50.7,66.3,15.0,1020.0,100.0,1.0,0.0,0.0
Braga,2018-09-12 07:00:00,0.79,Medium,40.4,6.0,66.3,15.0,1020.0,93.0,1.0,0.0,0.0
Braga,2018-09-12 06:00:00,0.72,None,44.4,0.0,55.4,15.0,1019.0,93.0,0.0,0.0,0.0
Braga,2018-09-12 05:00:00,0.63,None,40.8,0.0,74.3,15.0,1019.0,93.0,0.0,0.0,0.0
Braga,2018-09-12 04:00:00,0.6,None,45.5,0.0,61.7,15.0,1019.0,100.0,0.0,0.0,0.0
Braga,2018-09-12 03:00:00,0.57,None,44.8,0.0,61.5,15.0,1019.0,100.0,0.0,0.0,0.0
Braga,2018-09-12 02:00:00,0.59,None,45.5,0.0,61.7,16.0,1019.0,93.0,0.0,0.0,0.0
Braga,2018-09-12 01:00:00,0.6,None,40.3,0.0,70.7,16.0,1020.0,93.0,1.0,0.0,0.0
Braga,2018-09-12 00:00:00,0.76,Medium,40.4,11.0,66.3,17.0,1020.0,93.0,1.0,0.0,0.0
Braga,2018-09-11 23:00:00,0.79,Low,40.7,3.5,67.8,18.0,1020.0,82.0,1.0,0.0,0.0
Braga,2018-09-11 22:00:00,0.82,Low,40.4,8.4,66.3,19.0,1020.0,77.0,1.0,0.0,0.0
Braga,2018-09-11 21:00:00,0.88,Low,40.4,0.3,66.3,19.0,1019.0,77.0,1.0,0.0,0.0
Braga,2018-09-11 20:00:00,0.89,Medium,39.1,9.6,68.4,22.0,1019.0,64.0,2.0,0.0,0.0
Braga,2018-09-11 19:00:00,0.94,High,40.5,24.4,69.2,24.0,1018.0,57.0,3.0,0.0,0.0
Braga,2018-09-11 18:00:00,0.94,Very_High,40.4,69.7,66.3,26.0,1019.0,47.0,5.0,0.0,0.0
Braga,2018-09-11 16:00:00,0.94,High,40.5,25.9,69.2,28.0,1019.0,42.0,3.0,20.0,0.0
Braga,2018-09-11 15:00:00,0.94,High,39.1,13.9,65.5,29.0,1019.0,39.0,2.0,0.0,0.0
Braga,2018-09-11 14:00:00,0.93,Medium,40.4,9.0,66.3,28.0,1020.0,45.0,2.0,0.0,0.0
Braga,2018-09-11 13:00:00,0.94,High,40.7,14.2,58.9,27.0,1020.0,54.0,2.0,0.0,0.0
Braga,2018-09-11 11:00:00,0.93,High,40.4,10.5,66.3,26.0,1021.0,57.0,1.0,0.0,0.0
Braga,2018-09-11 10:00:00,0.9,High,39.1,13.4,65.5,24.0,1022.0,60.0,1.0,0.0,0.0
Braga,2018-09-11 09:00:00,0.93,High,37.6,21.2,67.6,24.0,1021.0,60.0,1.0,0.0,0.0
Braga,2018-09-11 08:00:00,0.93,Very_High,37.6,39.8,67.6,20.0,1021.0,88.0,1.0,0.0,0.0
Braga,2018-09-11 07:00:00,0.85,Medium,40.9,12.5,60.2,16.0,1020.0,87.0,0.0,0.0,0.0
Braga,2018-09-11 06:00:00,0.74,None,44.1,0.0,52.7,17.0,1020.0,93.0,0.0,0.0,0.0
Braga,2018-09-11 05:00:00,0.61,None,45.6,0.0,58.1,18.0,1020.0,88.0,1.0,0.0,0.0
Braga,2018-09-11 04:00:00,0.5,None,40.0,0.0,79.5,16.0,1020.0,87.0,1.0,0.0,0.0
Braga,2018-09-11 03:00:00,0.56,None,43.2,0.0,72.4,17.0,1020.0,88.0,0.0,0.0,0.0
Braga,2018-09-11 01:00:00,0.61,None,39.2,0.0,74.2,16.0,1021.0,93.0,0.0,0.0,0.0
Braga,2018-09-10 23:00:00,0.75,None,41.8,0.0,60.9,17.0,1021.0,88.0,0.0,0.0,0.0
Braga,2018-09-10 22:00:00,0.76,None,40.7,0.0,58.9,18.0,1021.0,82.0,0.0,0.0,0.0
Braga,2018-09-10 21:00:00,0.85,Low,39.8,3.4,62.4,20.0,1021.0,68.0,3.0,0.0,0.0
Braga,2018-09-10 20:00:00,0.83,Low,42.1,1.2,60.2,20.0,1021.0,72.0,4.0,0.0,0.0
Braga,2018-09-10 19:00:00,0.93,High,40.7,22.0,67.8,21.0,1020.0,68.0,3.0,0.0,0.0
Braga,2018-09-10 17:00:00,0.9,Very_High,42.1,75.3,60.2,26.0,1021.0,57.0,5.0,20.0,0.0
Braga,2018-09-10 16:00:00,0.91,Very_High,40.4,28.3,66.3,26.0,1021.0,57.0,5.0,20.0,0.0
Braga,2018-09-10 14:00:00,0.94,High,39.1,7.8,65.5,24.0,1022.0,64.0,4.0,0.0,0.0
Braga,2018-09-10 13:00:00,0.93,High,39.1,14.1,68.4,27.0,1022.0,57.0,3.0,0.0,0.0
Braga,2018-09-10 12:00:00,0.91,High,37.6,12.4,67.6,26.0,1023.0,65.0,2.0,0.0,0.0
Braga,2018-09-10 11:00:00,0.93,Medium,40.7,7.3,58.9,25.0,1023.0,69.0,2.0,0.0,0.0
Braga,2018-09-10 10:00:00,0.91,Medium,40.3,6.2,67.7,22.0,1023.0,78.0,1.0,0.0,0.0
Braga,2018-09-10 09:00:00,0.93,High,39.1,35.1,68.4,16.0,1022.0,100.0,2.0,0.0,0.0
Braga,2018-09-10 08:00:00,0.94,High,39.1,54.9,68.4,14.0,1022.0,100.0,0.0,40.0,0.0
Braga,2018-09-10 07:00:00,0.79,High,39.1,10.1,65.5,13.0,1022.0,100.0,1.0,40.0,0.0
Braga,2018-09-10 06:00:00,0.62,Low,42.6,1.4,64.6,14.0,1022.0,100.0,1.0,90.0,0.0
Braga,2018-09-10 05:00:00,0.69,None,40.3,0.0,67.7,14.0,1022.0,100.0,1.0,90.0,0.0
Braga,2018-09-10 04:00:00,0.5,None,43.8,0.0,68.4,14.0,1022.0,100.0,1.0,40.0,0.0
Braga,2018-09-10 03:00:00,0.52,None,40.2,0.0,58.6,15.0,1022.0,100.0,2.0,20.0,0.0
Braga,2018-09-10 00:00:00,0.74,None,40.3,0.0,67.7,15.0,1022.0,100.0,1.0,40.0,0.0
Braga,2018-09-09 23:00:00,0.75,Low,41.9,0.2,61.4,15.0,1022.0,100.0,1.0,40.0,0.0
Braga,2018-09-09 22:00:00,0.83,Low,40.4,1.8,66.3,15.0,1022.0,100.0,1.0,40.0,0.0
Braga,2018-09-09 21:00:00,0.87,Low,40.7,0.6,67.8,16.0,1021.0,100.0,0.0,90.0,0.0
Braga,2018-09-09 20:00:00,0.89,Low,41.3,2.2,66.3,15.0,1021.0,100.0,1.0,75.0,0.0
Braga,2018-09-09 19:00:00,0.92,Medium,38.8,13.7,66.8,16.0,1020.0,93.0,3.0,20.0,0.0
Braga,2018-09-09 18:00:00,0.85,Medium,40.5,6.1,69.3,19.0,1020.0,82.0,3.0,20.0,0.0
Braga,2018-09-09 17:00:00,0.85,Medium,40.4,6.0,66.3,20.0,1020.0,82.0,2.0,20.0,0.0
Braga,2018-09-09 16:00:00,0.87,Very_High,42.4,93.8,61.5,18.0,1020.0,88.0,4.0,75.0,0.0
Braga,2018-09-09 15:00:00,0.89,Medium,40.4,4.9,66.3,18.0,1020.0,88.0,3.0,75.0,0.0
Braga,2018-09-09 13:00:00,0.84,Low,39.1,1.7,65.5,18.0,1021.0,93.0,2.0,75.0,0.0
Braga,2018-09-09 12:00:00,0.89,Low,38.2,0.9,70.8,18.0,1021.0,93.0,2.0,90.0,0.0
Braga,2018-09-09 11:00:00,0.84,Low,38.7,1.0,66.4,17.0,1021.0,100.0,1.0,75.0,0.0
Braga,2018-09-09 10:00:00,0.86,Low,40.5,0.4,69.2,17.0,1021.0,100.0,1.0,90.0,0.0
Braga,2018-09-09 09:00:00,0.82,None,39.1,0.0,65.5,17.0,1021.0,100.0,1.0,90.0,0.0
Braga,2018-09-09 08:00:00,0.68,None,40.7,0.0,67.8,16.0,1020.0,100.0,0.0,90.0,0.0
Braga,2018-09-09 07:00:00,0.63,None,42.6,0.0,64.6,16.0,1019.0,100.0,1.0,90.0,0.0
Braga,2018-09-09 06:00:00,0.59,None,39.7,0.0,68.2,16.0,1019.0,100.0,0.0,90.0,0.0
Braga,2018-09-09 04:00:00,0.67,None,40.7,0.0,67.8,16.0,1018.0,100.0,0.0,90.0,0.0
Braga,2018-09-09 03:00:00,0.71,None,42.1,0.0,60.2,16.0,1018.0,100.0,0.0,20.0,0.0
Braga,2018-09-09 02:00:00,0.68,None,40.4,0.0,66.3,16.0,1018.0,100.0,0.0,75.0,0.0
Braga,2018-09-09 01:00:00,0.7,Low,40.4,5.5,66.3,17.0,1019.0,100.0,1.0,90.0,0.0
Braga,2018-09-09 00:00:00,0.83,None,40.5,0.0,69.2,17.0,1019.0,100.0,2.0,40.0,0.0
Braga,2018-09-08 23:00:00,0.85,None,40.1,0.0,67.2,17.0,1018.0,93.0,0.0,20.0,0.0
Braga,2018-09-08 22:00:00,0.89,Low,40.1,3.9,67.2,18.0,1018.0,93.0,0.0,20.0,0.0
Braga,2018-09-08 21:00:00,0.85,Low,38.8,1.3,68.0,18.0,1017.0,93.0,2.0,40.0,0.0
Braga,2018-09-08 19:00:00,0.9,High,40.4,14.7,66.3,20.0,1016.0,88.0,2.0,40.0,0.0
Braga,2018-09-08 18:00:00,0.92,Medium,38.8,2.8,68.0,23.0,1016.0,69.0,1.0,40.0,0.0
Braga,2018-09-08 17:00:00,0.93,High,40.5,12.8,69.2,21.0,1016.0,83.0,2.0,40.0,0.0
Braga,2018-09-08 16:00:00,0.92,Medium,39.1,6.4,65.5,22.0,1016.0,78.0,3.0,40.0,0.0
Braga,2018-09-08 15:00:00,0.9,Low,39.1,2.2,65.5,21.0,1016.0,77.0,3.0,40.0,0.0
Braga,2018-09-08 12:00:00,0.87,Medium,39.1,13.2,68.4,22.0,1016.0,73.0,4.0,0.0,0.0
Braga,2018-09-08 10:00:00,0.93,Medium,38.8,3.4,70.1,22.0,1015.0,73.0,4.0,0.0,0.0
Braga,2018-09-08 09:00:00,0.9,Low,37.1,1.9,65.4,22.0,1014.0,68.0,1.0,20.0,0.0
Braga,2018-09-08 07:00:00,0.71,Low,39.1,3.9,65.5,21.0,1013.0,68.0,3.0,40.0,0.0
Braga,2018-09-08 05:00:00,0.63,None,43.9,0.0,53.0,20.0,1012.0,77.0,2.0,75.0,0.0
Braga,2018-09-08 04:00:00,0.56,None,40.7,0.0,72.8,21.0,1012.0,73.0,5.0,40.0,0.0
Braga,2018-09-08 03:00:00,0.55,None,39.8,0.0,86.6,20.0,1012.0,72.0,1.0,0.0,0.0
Braga,2018-09-08 02:00:00,0.61,None,40.4,0.0,66.3,21.0,1012.0,68.0,1.0,0.0,0.0
Braga,2018-09-08 01:00:00,0.78,Low,40.4,0.1,66.3,22.0,1012.0,64.0,2.0,0.0,0.0
Braga,2018-09-07 22:00:00,0.87,Low,38.8,2.7,71.5,21.0,1012.0,64.0,1.0,0.0,0.0
Braga,2018-09-07 21:00:00,0.84,None,40.1,0.0,67.2,21.0,1012.0,64.0,2.0,0.0,0.0
Braga,2018-09-07 20:00:00,0.92,Low,39.1,2.2,65.5,23.0,1012.0,56.0,3.0,0.0,0.0
Braga,2018-09-07 19:00:00,0.9,Very_High,40.7,36.6,70.8,25.0,1012.0,47.0,5.0,0.0,0.0
Braga,2018-09-07 18:00:00,0.94,Very_High,40.4,47.4,66.3,26.0,1012.0,44.0,6.0,20.0,0.0
Braga,2018-09-07 17:00:00,0.94,Very_High,40.5,61.3,69.2,27.0,1012.0,44.0,5.0,20.0,0.0
Braga,2018-09-07 16:00:00,0.91,Very_High,40.5,37.4,69.2,27.0,1012.0,44.0,5.0,20.0,0.0
Braga,2018-09-07 15:00:00,0.91,Medium,39.1,4.1,65.5,26.0,1013.0,50.0,5.0,20.0,0.0
Braga,2018-09-07 14:00:00,0.92,High,39.1,13.8,57.5,26.0,1013.0,54.0,3.0,0.0,0.0
Braga,2018-09-07 13:00:00,0.93,High,39.1,16.6,65.5,25.0,1013.0,57.0,2.0,0.0,0.0
Braga,2018-09-07 12:00:00,0.93,High,39.1,18.5,65.5,28.0,1014.0,42.0,3.0,0.0,0.0
Braga,2018-09-07 11:00:00,0.94,High,39.1,9.2,65.5,26.0,1014.0,50.0,4.0,0.0,0.0
Braga,2018-09-07 10:00:00,0.89,Medium,38.8,9.2,66.8,24.0,1014.0,53.0,5.0,20.0,0.0
Braga,2018-09-07 09:00:00,0.93,Medium,40.4,6.8,66.3,22.0,1014.0,60.0,3.0,20.0,0.0
Braga,2018-09-07 08:00:00,0.91,High,39.1,13.4,68.4,20.0,1013.0,68.0,0.0,0.0,0.0
Braga,2018-09-07 07:00:00,0.81,Medium,40.5,5.2,69.2,19.0,1013.0,72.0,2.0,0.0,0.0
Braga,2018-09-07 06:00:00,0.7,None,44.4,0.0,55.4,17.0,1013.0,93.0,1.0,8.0,0.0
Braga,2018-09-07 05:00:00,0.63,None,46.5,0.0,66.0,17.0,1013.0,93.0,2.0,0.0,0.0
Braga,2018-09-07 03:00:00,0.56,None,37.6,0.0,80.9,18.0,1013.0,93.0,1.0,0.0,0.0
Braga,2018-09-07 02:00:00,0.54,None,40.5,0.0,75.8,18.0,1013.0,93.0,1.0,0.0,0.0
Braga,2018-09-07 01:00:00,0.58,None,40.4,0.0,68.9,18.0,1013.0,93.0,1.0,0.0,0.0
Braga,2018-09-06 21:00:00,0.82,Low,40.4,1.0,66.3,20.0,1013.0,82.0,1.0,0.0,0.0
Braga,2018-09-06 20:00:00,0.85,Low,39.1,4.7,68.4,23.0,1013.0,60.0,2.0,0.0,0.0
Braga,2018-09-06 19:00:00,0.93,High,41.8,14.8,65.5,24.0,1013.0,64.0,2.0,20.0,0.0
Braga,2018-09-06 17:00:00,0.94,Very_High,40.3,53.2,67.7,24.0,1013.0,60.0,3.0,20.0,0.0
Braga,2018-09-06 16:00:00,0.94,High,38.8,29.6,66.8,23.0,1014.0,64.0,3.0,20.0,0.0
Braga,2018-09-06 15:00:00,0.92,High,40.4,27.9,66.3,23.0,1014.0,69.0,2.0,20.0,0.0
